WannierNLQG four-orbital synthetic runtime fixture
1.0 0.0 0.0
0.0 1.0 0.0
0.0 0.0 1.0
4
2
2 4

0 0 0
1 1 -2.50000000000000000e+00 0.0
2 1 1.50000000000000022e-01 0.0
3 1 2.00000000000000011e-01 0.0
4 1 2.50000000000000000e-01 0.0
1 2 1.50000000000000022e-01 0.0
2 2 -1.00000000000000000e+00 0.0
3 2 2.50000000000000000e-01 0.0
4 2 3.00000000000000044e-01 0.0
1 3 2.00000000000000011e-01 0.0
2 3 2.50000000000000000e-01 0.0
3 3 5.00000000000000000e-01 0.0
4 3 3.50000000000000033e-01 0.0
1 4 2.50000000000000000e-01 0.0
2 4 3.00000000000000044e-01 0.0
3 4 3.50000000000000033e-01 0.0
4 4 2.00000000000000000e+00 0.0

1 0 0
1 1 -4.00000000000000022e-01 0.0
2 1 1.19999999999999996e-01 0.0
3 1 1.60000000000000003e-01 0.0
4 1 2.00000000000000011e-01 0.0
1 2 1.19999999999999996e-01 0.0
2 2 4.00000000000000022e-01 0.0
3 2 2.00000000000000011e-01 0.0
4 2 2.39999999999999991e-01 0.0
1 3 1.60000000000000003e-01 0.0
2 3 2.00000000000000011e-01 0.0
3 3 -4.00000000000000022e-01 0.0
4 3 2.80000000000000027e-01 0.0
1 4 2.00000000000000011e-01 0.0
2 4 2.39999999999999991e-01 0.0
3 4 2.80000000000000027e-01 0.0
4 4 4.00000000000000022e-01 0.0

0 0 0
1 1 5.00000000000000000e-01 0.0 0.00000000000000000e+00 0.0 0.00000000000000000e+00 0.0
2 1 5.99999999999999978e-02 0.0 2.99999999999999989e-02 0.0 1.49999999999999994e-02 0.0
3 1 8.00000000000000017e-02 0.0 4.00000000000000008e-02 0.0 2.00000000000000004e-02 0.0
4 1 1.00000000000000006e-01 0.0 5.00000000000000028e-02 0.0 2.50000000000000014e-02 0.0
1 2 5.99999999999999978e-02 0.0 2.99999999999999989e-02 0.0 1.49999999999999994e-02 0.0
2 2 5.00000000000000000e-01 0.0 0.00000000000000000e+00 0.0 0.00000000000000000e+00 0.0
3 2 1.00000000000000006e-01 0.0 5.00000000000000028e-02 0.0 2.50000000000000014e-02 0.0
4 2 1.19999999999999996e-01 0.0 5.99999999999999978e-02 0.0 2.99999999999999989e-02 0.0
1 3 8.00000000000000017e-02 0.0 4.00000000000000008e-02 0.0 2.00000000000000004e-02 0.0
2 3 1.00000000000000006e-01 0.0 5.00000000000000028e-02 0.0 2.50000000000000014e-02 0.0
3 3 5.00000000000000000e-01 0.0 0.00000000000000000e+00 0.0 0.00000000000000000e+00 0.0
4 3 1.40000000000000013e-01 0.0 7.00000000000000067e-02 0.0 3.50000000000000033e-02 0.0
1 4 1.00000000000000006e-01 0.0 5.00000000000000028e-02 0.0 2.50000000000000014e-02 0.0
2 4 1.19999999999999996e-01 0.0 5.99999999999999978e-02 0.0 2.99999999999999989e-02 0.0
3 4 1.40000000000000013e-01 0.0 7.00000000000000067e-02 0.0 3.50000000000000033e-02 0.0
4 4 5.00000000000000000e-01 0.0 0.00000000000000000e+00 0.0 0.00000000000000000e+00 0.0

1 0 0
1 1 2.00000000000000004e-02 0.0 1.00000000000000002e-02 0.0 5.00000000000000010e-03 0.0
2 1 2.99999999999999989e-02 0.0 1.49999999999999994e-02 0.0 7.49999999999999972e-03 0.0
3 1 4.00000000000000008e-02 0.0 2.00000000000000004e-02 0.0 1.00000000000000002e-02 0.0
4 1 5.00000000000000028e-02 0.0 2.50000000000000014e-02 0.0 1.25000000000000007e-02 0.0
1 2 2.99999999999999989e-02 0.0 1.49999999999999994e-02 0.0 7.49999999999999972e-03 0.0
2 2 4.00000000000000008e-02 0.0 2.00000000000000004e-02 0.0 1.00000000000000002e-02 0.0
3 2 5.00000000000000028e-02 0.0 2.50000000000000014e-02 0.0 1.25000000000000007e-02 0.0
4 2 5.99999999999999978e-02 0.0 2.99999999999999989e-02 0.0 1.49999999999999994e-02 0.0
1 3 4.00000000000000008e-02 0.0 2.00000000000000004e-02 0.0 1.00000000000000002e-02 0.0
2 3 5.00000000000000028e-02 0.0 2.50000000000000014e-02 0.0 1.25000000000000007e-02 0.0
3 3 5.99999999999999978e-02 0.0 2.99999999999999989e-02 0.0 1.49999999999999994e-02 0.0
4 3 7.00000000000000067e-02 0.0 3.50000000000000033e-02 0.0 1.75000000000000017e-02 0.0
1 4 5.00000000000000028e-02 0.0 2.50000000000000014e-02 0.0 1.25000000000000007e-02 0.0
2 4 5.99999999999999978e-02 0.0 2.99999999999999989e-02 0.0 1.49999999999999994e-02 0.0
3 4 7.00000000000000067e-02 0.0 3.50000000000000033e-02 0.0 1.75000000000000017e-02 0.0
4 4 8.00000000000000017e-02 0.0 4.00000000000000008e-02 0.0 2.00000000000000004e-02 0.0
